subset,class,filename,width,height,aspect_ratio,format,file_size_kb
train,Moles,atypical-nevi-dermoscopy-63.jpeg,720,472,1.5254237288135593,JPEG,98.3798828125
train,Moles,halo-nevus-13.jpeg,464,720,0.6444444444444445,JPEG,70.775390625
train,Moles,melanocytic-nevi-35.jpeg,720,472,1.5254237288135593,JPEG,89.5546875
train,Moles,spitz-nevus-7.jpeg,720,465,1.5483870967741935,JPEG,93.23046875
train,Moles,melanocytic-nevi-64.jpeg,720,464,1.5517241379310345,JPEG,101.4228515625
train,Moles,congenital-nevus-36.jpeg,720,480,1.5,JPEG,86.2392578125
train,Moles,atypical-nevi-11.jpeg,720,489,1.4723926380368098,JPEG,124.955078125
train,Moles,blue-nevus-11.jpeg,720,472,1.5254237288135593,JPEG,117.193359375
train,Moles,becker-nevus-23.jpeg,720,472,1.5254237288135593,JPEG,59.849609375
train,Moles,atypical-nevi-trunk-4.jpeg,453,720,0.6291666666666667,JPEG,66.9912109375
train,Moles,blue-nevus-ota-2.jpeg,720,472,1.5254237288135593,JPEG,119.2978515625
train,Moles,atypical-nevi-42.jpeg,720,480,1.5,JPEG,91.4345703125
train,Moles,melanocytic-nevi-62.jpeg,720,472,1.5254237288135593,JPEG,87.4365234375
train,Moles,melanocytic-nevi-99.jpeg,720,474,1.518987341772152,JPEG,179.0244140625
train,Moles,becker-nevus-6.jpeg,594,720,0.825,JPEG,102.11328125
train,Moles,becker-nevus-29.jpeg,720,464,1.5517241379310345,JPEG,77.912109375
train,Moles,lentigo-maligna-12.jpeg,720,489,1.4723926380368098,JPEG,119.8154296875
train,Moles,atypical-nevi-14.jpeg,720,465,1.5483870967741935,JPEG,99.609375
train,Moles,atypical-nevi-dermoscopy-1.jpeg,720,540,1.3333333333333333,JPEG,99.3720703125
train,Moles,congenital-nevus-20.jpeg,720,464,1.5517241379310345,JPEG,118.998046875
train,Moles,3176__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpeg,294,222,1.3243243243243243,JPEG,22.568359375
train,Moles,lentigo-maligna-4.jpeg,720,474,1.518987341772152,JPEG,139.79296875
train,Moles,nevus-spilus-17.jpeg,720,480,1.5,JPEG,94.072265625
train,Moles,blue-nevus-10.jpeg,720,472,1.5254237288135593,JPEG,115.5068359375
train,Moles,melanocytic-nevi-19.jpeg,720,472,1.5254237288135593,JPEG,102.3974609375
train,Moles,lentigo-maligna-3.jpeg,720,474,1.518987341772152,JPEG,99.1123046875
train,Moles,nevus-spilus-4.jpeg,720,472,1.5254237288135593,JPEG,77.5302734375
train,Moles,atypical-nevi-dermoscopy-65.jpeg,720,540,1.3333333333333333,JPEG,88.2265625
train,Moles,melanocytic-nevi-8.jpeg,720,472,1.5254237288135593,JPEG,119.1416015625
train,Moles,spitz-nevus-5.jpeg,473,720,0.6569444444444444,JPEG,98.9169921875
train,Moles,melanocytic-nevi-88.jpeg,601,720,0.8347222222222223,JPEG,188.3466796875
train,Psoriasis,facial-psoriasis08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,25.900390625
train,Psoriasis,Psoriasis-Guttate-48.jpeg,720,480,1.5,JPEG,85.087890625
train,Psoriasis,Psoriasis-Chronic-Plaque-190.jpeg,479,720,0.6652777777777777,JPEG,104.380859375
train,Psoriasis,Psoriasis-treatment-5.jpeg,496,720,0.6888888888888889,JPEG,91.52734375
train,Psoriasis,Psoriasis-Hand-56.jpeg,479,720,0.6652777777777777,JPEG,91.9609375
train,Psoriasis,Psoriasis-penis-5.jpeg,720,472,1.5254237288135593,JPEG,98.3134765625
train,Psoriasis,psoriasis-pustular-generalized-36.jpeg,480,720,0.6666666666666666,JPEG,104.4072265625
train,Psoriasis,Psoriasis-Guttate-46.jpeg,720,464,1.5517241379310345,JPEG,61.22265625
train,Psoriasis,Psoriasis-nails-15.jpeg,720,472,1.5254237288135593,JPEG,50.87109375
train,Psoriasis,Psoriasis-Guttate-29.jpeg,720,480,1.5,JPEG,90.7421875
train,Psoriasis,psoriasis-scalp-28.jpeg,720,479,1.5031315240083507,JPEG,170.3037109375
train,Psoriasis,psoriasis-pustular-generalized-17.jpeg,720,479,1.5031315240083507,JPEG,113.7197265625
train,Psoriasis,psoriasis-erythrodermic-39.jpeg,720,472,1.5254237288135593,JPEG,89.7373046875
train,Psoriasis,psoriasis-pustular-generalized-59.jpeg,720,472,1.5254237288135593,JPEG,81.9111328125
train,Psoriasis,Psoriasis-nails-14.jpeg,720,472,1.5254237288135593,JPEG,50.548828125
train,Psoriasis,Psoriasis-inversus-5.jpeg,480,720,0.6666666666666666,JPEG,102.0185546875
train,Psoriasis,Psoriasis-Guttate-11.jpeg,720,472,1.5254237288135593,JPEG,111.8076171875
train,Psoriasis,psoriasis-pustular-generalized-35.jpeg,720,464,1.5517241379310345,JPEG,102.0537109375
train,Psoriasis,Psoriasis-penis-9.jpeg,480,720,0.6666666666666666,JPEG,89.458984375
train,Psoriasis,Psoriasis-nails-20.jpeg,720,482,1.4937759336099585,JPEG,85.3046875
train,Psoriasis,Psoriasis-Guttate-112.jpeg,720,479,1.5031315240083507,JPEG,115.85546875
train,Psoriasis,psoriasis-palms-soles-8.jpeg,479,720,0.6652777777777777,JPEG,91.8212890625
train,Psoriasis,psoriasis-palms-soles-90.jpeg,720,472,1.5254237288135593,JPEG,96.7646484375
train,Psoriasis,Psoriasis-Guttate-86.jpeg,479,720,0.6652777777777777,JPEG,93.0498046875
train,Psoriasis,Psoriasis-Chronic-Plaque-96.jpeg,720,480,1.5,JPEG,99.5869140625
train,Psoriasis,psoriasis-palms-soles-159.jpeg,480,720,0.6666666666666666,JPEG,78.44921875
train,Psoriasis,psoriasis-palms-soles-137.jpeg,720,472,1.5254237288135593,JPEG,112.201171875
train,Psoriasis,Psoriasis-Guttate-80.jpeg,479,720,0.6652777777777777,JPEG,133.1240234375
train,Psoriasis,facial-psoriasis15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,18.16796875
train,Psoriasis,facial-psoriasis-002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,26.6259765625
train,Psoriasis,psoriasis-pustular-generalized-11.jpeg,479,720,0.6652777777777777,JPEG,103.568359375
train,Psoriasis,facial-psoriasis14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,19.1494140625
train,Psoriasis,Psoriasis-Light-Sensative-1.jpeg,496,720,0.6888888888888889,JPEG,138.1376953125
train,Psoriasis,psoriasis-scalp-26.jpeg,720,479,1.5031315240083507,JPEG,131.40625
train,Psoriasis,08PsoriasisPitting.jpeg,720,472,1.5254237288135593,JPEG,51.9404296875
train,Psoriasis,Psoriasis-Guttate-17.jpeg,720,480,1.5,JPEG,102.2490234375
train,Psoriasis,Psoriasis-inversus-33.jpeg,598,720,0.8305555555555556,JPEG,166.2939453125
train,Psoriasis,Psoriasis-penis-29.jpeg,720,474,1.518987341772152,JPEG,101.5263671875
train,Psoriasis,Psoriasis-inversus-1.jpeg,720,472,1.5254237288135593,JPEG,71.7568359375
train,Psoriasis,psoriasis-scalp-8.jpeg,720,479,1.5031315240083507,JPEG,133.8115234375
train,Psoriasis,Psoriasis-Guttate-10.jpeg,720,472,1.5254237288135593,JPEG,65.0419921875
train,Psoriasis,psoriasis-palms-soles-92.jpeg,720,472,1.5254237288135593,JPEG,86.162109375
train,Psoriasis,Psoriasis-Hand-24.jpeg,720,472,1.5254237288135593,JPEG,71.53125
train,Psoriasis,Psoriasis-Chronic-Plaque-16.jpeg,720,480,1.5,JPEG,125.0126953125
train,Psoriasis,psoriasis-scalp-61.jpeg,720,479,1.5031315240083507,JPEG,124.27734375
train,Psoriasis,08psoriasisIntertrig020606.jpeg,480,720,0.6666666666666666,JPEG,80.4833984375
train,Psoriasis,psoriasis-pustular-generalized-62.jpeg,480,720,0.6666666666666666,JPEG,76.736328125
train,Psoriasis,psoriasis-erythrodermic-28.jpeg,720,472,1.5254237288135593,JPEG,95.5703125
train,Psoriasis,facial-psoriasis13__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpeg,294,222,1.3243243243243243,JPEG,15.4345703125
train,Psoriasis,psoriasis-palms-soles-188.jpeg,480,720,0.6666666666666666,JPEG,50.7080078125
train,Rosacea,rosacea-88.jpeg,475,720,0.6597222222222222,JPEG,100.9951171875
train,Rosacea,rosacea-29.jpeg,720,472,1.5254237288135593,JPEG,96.1162109375
train,Rosacea,rosacea-nose-1.jpeg,720,480,1.5,JPEG,94.2373046875
train,Rosacea,rosacea-37.jpeg,472,720,0.6555555555555556,JPEG,77.60546875
train,Rosacea,3604__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,18.8193359375
train,Rosacea,3649__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,20.2490234375
train,Rosacea,rosacea-1.jpeg,720,480,1.5,JPEG,99.869140625
train,Rosacea,rosacea-nose-39.jpeg,480,720,0.6666666666666666,JPEG,67.8583984375
train,Rosacea,rosacea-nose-49.jpeg,720,482,1.4937759336099585,JPEG,114.251953125
train,Rosacea,rosacea-50.jpeg,487,720,0.6763888888888889,JPEG,78.9169921875
train,Rosacea,rosacea-24.jpeg,472,720,0.6555555555555556,JPEG,81.4755859375
train,Rosacea,rosacea-nose-45.jpeg,484,720,0.6722222222222223,JPEG,82.1611328125
train,Rosacea,rosacea-34.jpeg,720,472,1.5254237288135593,JPEG,100.3251953125
train,Rosacea,rosacea-nose-25.jpeg,474,720,0.6583333333333333,JPEG,71.6298828125
train,Rosacea,rosacea-93.jpeg,487,720,0.6763888888888889,JPEG,85.783203125
train,Rosacea,rosacea-0008__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,7.462890625
train,Rosacea,rosacea-nose-15.jpeg,720,472,1.5254237288135593,JPEG,104.1982421875
train,Rosacea,rosacea-nose-55.jpeg,720,463,1.5550755939524838,JPEG,106.7275390625
train,Rosacea,rosacea-23.jpeg,472,720,0.6555555555555556,JPEG,123.5224609375
train,Rosacea,rosacea-nose-46.jpeg,485,720,0.6736111111111112,JPEG,59.044921875
train,Rosacea,rosacea-nose-7.jpeg,720,480,1.5,JPEG,99.376953125
train,Rosacea,07SteroidRosacea.jpeg,720,472,1.5254237288135593,JPEG,86.548828125
train,Rosacea,rosacea-40.jpeg,472,720,0.6555555555555556,JPEG,87.130859375
train,Rosacea,rosacea-2.jpeg,720,480,1.5,JPEG,113.0576171875
train,Rosacea,rosacea-28.jpeg,720,472,1.5254237288135593,JPEG,81.896484375
train,Rosacea,3633__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,26.0634765625
train,Rosacea,rosacea-101.jpeg,497,720,0.6902777777777778,JPEG,90.353515625
train,Rosacea,rosacea-47.jpeg,475,720,0.6597222222222222,JPEG,79.1142578125
train,Rosacea,rosacea-0010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,7.5498046875
train,Rosacea,3626__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,33.9853515625
train,Rosacea,rosacea-106.jpeg,484,720,0.6722222222222223,JPEG,97.7646484375
train,Rosacea,3643__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,1.3243243243243243,JPEG,22.7734375
train,Rosacea,07RosaceaForehead.jpeg,720,472,1.5254237288135593,JPEG,78.1982421875
train,Rosacea,rosacea-0013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,1.3243243243243243,JPEG,9.2197265625
train,Rosacea,rosacea-46.jpeg,488,720,0.6777777777777778,JPEG,106.2099609375
train,Rosacea,rosacea-100.jpeg,720,478,1.506276150627615,JPEG,96.9365234375
train,Rosacea,rosacea-55.jpeg,480,720,0.6666666666666666,JPEG,104.505859375
train,Rosacea,rosacea-nose-56.jpeg,483,720,0.6708333333333333,JPEG,65.30859375
train,Rosacea,rosacea-84.jpeg,720,487,1.4784394250513346,JPEG,118.25
train,Rosacea,07RosaceaTel011204.jpeg,720,472,1.5254237288135593,JPEG,89.150390625
train,Rosacea,rosacea-18.jpeg,720,472,1.5254237288135593,JPEG,89.5556640625
train,Rosacea,rosacea-nose-43.jpeg,720,473,1.522198731501057,JPEG,68.630859375
train,Rosacea,rosacea-75.jpeg,496,720,0.6888888888888889,JPEG,105.8349609375
train,Rosacea,3645__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,19.5390625
train,Rosacea,rosacea-nose-28.jpeg,467,720,0.6486111111111111,JPEG,88.5625
train,Rosacea,3621__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,1.3243243243243243,JPEG,20.64453125
train,Rosacea,rosacea-27.jpeg,638,438,1.45662100456621,JPEG,78.041015625
train,Rosacea,rosacea-0016__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,5.9609375
train,Rosacea,rosacea-0022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,7.8828125
train,Rosacea,3620__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,1.3243243243243243,JPEG,19.9736328125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-17.jpeg,720,470,1.5319148936170213,JPEG,97.5517578125
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-16.jpeg,720,470,1.5319148936170213,JPEG,115.171875
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-107.jpeg,720,470,1.5319148936170213,JPEG,99.2177734375
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-185.jpeg,482,720,0.6694444444444444,JPEG,92.822265625
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-10.jpeg,720,490,1.469387755102041,JPEG,132.0439453125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-96.jpeg,720,480,1.5,JPEG,137.7548828125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-100.jpeg,720,480,1.5,JPEG,85.4892578125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-87.jpeg,720,472,1.5254237288135593,JPEG,92.4443359375
train,Seborrh_Keratoses,stucco-keratoses-31.jpeg,720,472,1.5254237288135593,JPEG,73.6865234375
train,Seborrh_Keratoses,sebks53__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,22.1240234375
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-7.jpeg,720,484,1.487603305785124,JPEG,125.5439453125
train,Seborrh_Keratoses,sebks37__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,24.6982421875
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-99.jpeg,480,720,0.6666666666666666,JPEG,88.45703125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-175.jpeg,720,471,1.5286624203821657,JPEG,106.3955078125
train,Seborrh_Keratoses,sebks55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,23.0400390625
train,Seborrh_Keratoses,stucco-keratoses-43.jpeg,720,480,1.5,JPEG,65.7158203125
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-9.jpeg,720,497,1.448692152917505,JPEG,98.23828125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-89.jpeg,720,472,1.5254237288135593,JPEG,84.4892578125
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-118.jpeg,720,484,1.487603305785124,JPEG,102.8232421875
train,Seborrh_Keratoses,sebks36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,24.853515625
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-160.jpeg,720,472,1.5254237288135593,JPEG,67.1416015625
train,Seborrh_Keratoses,stucco-keratoses-27.jpeg,720,472,1.5254237288135593,JPEG,107.0341796875
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-167.jpeg,720,468,1.5384615384615385,JPEG,113.724609375
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-141.jpeg,720,480,1.5,JPEG,97.796875
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-178.jpeg,720,472,1.5254237288135593,JPEG,73.37890625
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-20.jpeg,720,473,1.522198731501057,JPEG,90.4638671875
train,Seborrh_Keratoses,stucco-keratoses-50.jpeg,720,472,1.5254237288135593,JPEG,61.2119140625
train,Seborrh_Keratoses,stucco-keratoses-34.jpeg,720,472,1.5254237288135593,JPEG,100.2548828125
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-56.jpeg,720,480,1.5,JPEG,95.8896484375
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-103.jpeg,480,720,0.6666666666666666,JPEG,86.2041015625
train,Seborrh_Keratoses,stucco-keratoses-14.jpeg,483,720,0.6708333333333333,JPEG,70.4482421875
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-100.jpeg,480,720,0.6666666666666666,JPEG,92.38671875
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-175.jpeg,720,472,1.5254237288135593,JPEG,104.7626953125
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-127.jpeg,720,472,1.5254237288135593,JPEG,93.37890625
train,Seborrh_Keratoses,sebks62__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,21.060546875
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-81.jpeg,720,472,1.5254237288135593,JPEG,78.7880859375
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-30.jpeg,720,474,1.518987341772152,JPEG,116.525390625
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-33.jpeg,720,473,1.522198731501057,JPEG,137.134765625
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-134.jpeg,720,480,1.5,JPEG,74.9853515625
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-80.jpeg,720,472,1.5254237288135593,JPEG,105.9296875
train,Seborrh_Keratoses,stucco-keratoses-38.jpeg,720,472,1.5254237288135593,JPEG,94.7490234375
train,Seborrh_Keratoses,sebks05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,1.3243243243243243,JPEG,27.845703125
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-161.jpeg,720,472,1.5254237288135593,JPEG,102.296875
train,Seborrh_Keratoses,seborrheic-keratosis-irritated-12.jpeg,720,470,1.5319148936170213,JPEG,82.490234375
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-121.jpeg,720,472,1.5254237288135593,JPEG,107.2734375
train,Seborrh_Keratoses,seborrheic-keratoses-smooth-3.jpeg,720,477,1.509433962264151,JPEG,123.197265625
train,Seborrh_Keratoses,seborrheic-keratoses-ruff-109.jpeg,720,480,1.5,JPEG,91.703125
train,Seborrh_Keratoses,sebks27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,22.4736328125
train,Seborrh_Keratoses,sebks52__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpeg,294,222,1.3243243243243243,JPEG,23.802734375
train,Seborrh_Keratoses,stucco-keratoses-51.jpeg,720,472,1.5254237288135593,JPEG,67.4921875
train,SkinCancer,basal-cell-carcinoma-lesion-88.jpeg,720,472,1.5254237288135593,JPEG,110.8125
train,SkinCancer,basal-cell-carcinoma-pigmented-1.jpeg,720,474,1.518987341772152,JPEG,113.056640625
train,SkinCancer,basal-cell-carcinoma-lesion-104.jpeg,720,472,1.5254237288135593,JPEG,118.8974609375
train,SkinCancer,basal-cell-nevus-syndrome-20.jpeg,720,472,1.5254237288135593,JPEG,76.51953125
train,SkinCancer,basal-cell-carcinoma-lip-3.jpeg,720,474,1.518987341772152,JPEG,126.8115234375
train,SkinCancer,basal-cell-carcinoma-lid-30.jpeg,720,464,1.5517241379310345,JPEG,88.6181640625
train,SkinCancer,ctcl-79.jpeg,471,720,0.6541666666666667,JPEG,89.3994140625
train,SkinCancer,basal-cell-carcinoma-face-11.jpeg,486,720,0.675,JPEG,120.31640625
train,SkinCancer,basal-cell-carcinoma-lesion-42.jpeg,720,487,1.4784394250513346,JPEG,99.25390625
train,SkinCancer,basal-cell-carcinoma-lip-8.jpeg,720,487,1.4784394250513346,JPEG,115.03125
train,SkinCancer,basal-cell-carcinoma-lesion-128.jpeg,720,472,1.5254237288135593,JPEG,96.6005859375
train,SkinCancer,basal-cell-carcinoma-face-23.jpeg,485,720,0.6736111111111112,JPEG,146.515625
train,SkinCancer,melanoma-mimic-2.jpeg,720,485,1.4845360824742269,JPEG,116.80859375
train,SkinCancer,basal-cell-carcinoma-face-24.jpeg,720,491,1.4663951120162932,JPEG,169.66015625
train,SkinCancer,basal-cell-nevus-syndrome-2.jpeg,481,720,0.6680555555555555,JPEG,87.60546875
train,SkinCancer,basal-cell-carcinoma-lesion-121.jpeg,720,480,1.5,JPEG,92.5869140625
train,SkinCancer,basal-cell-carcinoma-pigmented-18.jpeg,483,720,0.6708333333333333,JPEG,79.8251953125
train,SkinCancer,basal-cell-nevus-syndrome-6.jpeg,720,497,1.448692152917505,JPEG,62.400390625
train,SkinCancer,basal-cell-carcinoma-nose-65.jpeg,720,472,1.5254237288135593,JPEG,73.9296875
train,SkinCancer,malignant-melanoma-172.jpeg,720,474,1.518987341772152,JPEG,130.0078125
train,SkinCancer,basal-cell-carcinoma-aldara-4.jpeg,720,480,1.5,JPEG,107.6875
train,SkinCancer,ctcl-96.jpeg,720,472,1.5254237288135593,JPEG,80.62109375
train,SkinCancer,basal-cell-carcinoma-trunk-ext-6.jpeg,720,487,1.4784394250513346,JPEG,126.9375
train,SkinCancer,melanoma-mimic-14.jpeg,720,474,1.518987341772152,JPEG,124.115234375
train,SkinCancer,basal-cell-carcinoma-scalp-8.jpeg,720,472,1.5254237288135593,JPEG,160.439453125
train,SkinCancer,basal-cell-carcinoma-lesion-23.jpeg,720,469,1.535181236673774,JPEG,118.60546875
train,SkinCancer,basal-cell-carcinoma-pigmented-28.jpeg,720,482,1.4937759336099585,JPEG,139.361328125
train,SkinCancer,basal-cell-carcinoma-trunk-ext-4.jpeg,720,487,1.4784394250513346,JPEG,105.509765625
train,SkinCancer,malignant-melanoma-163.jpeg,720,474,1.518987341772152,JPEG,114.595703125
train,SkinCancer,basal-cell-carcinoma-superficial-63.jpeg,720,450,1.6,JPEG,75.9716796875
train,SkinCancer,basal-cell-carcinoma-lip-7.jpeg,720,486,1.4814814814814814,JPEG,99.2626953125
train,SkinCancer,basal-cell-carcinoma-nose-48.jpeg,720,480,1.5,JPEG,102.12890625
train,SkinCancer,malignant-melanoma-143.jpeg,720,465,1.5483870967741935,JPEG,117.673828125
train,SkinCancer,basal-cell-carcinoma-lid-11.jpeg,720,485,1.4845360824742269,JPEG,132.8427734375
train,SkinCancer,basal-cell-carcinoma-pigmented-40.jpeg,720,478,1.506276150627615,JPEG,136.833984375
train,SkinCancer,ctcl-25.jpeg,720,676,1.0650887573964498,JPEG,153.275390625
train,SkinCancer,ctcl-120.jpeg,489,720,0.6791666666666667,JPEG,96.3818359375
train,SkinCancer,basal-cell-carcinoma-aldara-5.jpeg,720,472,1.5254237288135593,JPEG,113.8798828125
train,SkinCancer,basal-cell-carcinoma-lesion-2.jpeg,485,720,0.6736111111111112,JPEG,91.5458984375
train,SkinCancer,basal-cell-carcinoma-lesion-6.jpeg,720,476,1.5126050420168067,JPEG,87.72265625
train,SkinCancer,basal-cell-carcinoma-trunk-ext-9.jpeg,472,720,0.6555555555555556,JPEG,98.4248046875
train,SkinCancer,basal-cell-carcinoma-lid-33.jpeg,720,480,1.5,JPEG,116.6220703125
train,SkinCancer,melanoma-mimic-15.jpeg,720,487,1.4784394250513346,JPEG,114.857421875
train,SkinCancer,basal-cell-carcinoma-lesion-65.jpeg,720,545,1.3211009174311927,JPEG,96.2275390625
train,SkinCancer,malignant-melanoma-131.jpeg,478,720,0.6638888888888889,JPEG,70.9599609375
train,SkinCancer,basal-cell-carcinoma-sclerosing-1.jpeg,474,720,0.6583333333333333,JPEG,114.8369140625
train,SkinCancer,basal-cell-carcinoma-pigmented-3.jpeg,720,472,1.5254237288135593,JPEG,95.0888671875
train,SkinCancer,malignant-melanoma-129.jpeg,720,484,1.487603305785124,JPEG,102.2421875
train,SkinCancer,basal-cell-carcinoma-pigmented-24.jpeg,720,487,1.4784394250513346,JPEG,98.2529296875
train,SkinCancer,basal-cell-carcinoma-pigmented-38.jpeg,720,480,1.5,JPEG,83.7294921875
train,Sun_Sunlight_Damage,sunburn-1.jpeg,720,485,1.4845360824742269,JPEG,105.9873046875
train,Sun_Sunlight_Damage,sun-damaged-skin-43.jpeg,720,479,1.5031315240083507,JPEG,126.1806640625
train,Sun_Sunlight_Damage,actinic-granuloma-2.jpeg,720,507,1.4201183431952662,JPEG,87.912109375
train,Sun_Sunlight_Damage,phototoxic-reactions-44.jpeg,720,458,1.5720524017467248,JPEG,69.7802734375
train,Sun_Sunlight_Damage,lentigo-adults-23.jpeg,458,720,0.6361111111111111,JPEG,98.005859375
train,Sun_Sunlight_Damage,phototoxic-reactions-75.jpeg,720,480,1.5,JPEG,105.166015625
train,Sun_Sunlight_Damage,sun-damaged-skin-101.jpeg,720,472,1.5254237288135593,JPEG,92.2939453125
train,Sun_Sunlight_Damage,lentigo-adults-20.jpeg,720,478,1.506276150627615,JPEG,82.5068359375
train,Sun_Sunlight_Damage,phototoxic-reactions-29.jpeg,720,461,1.561822125813449,JPEG,54.0078125
train,Sun_Sunlight_Damage,sun-damaged-skin-116.jpeg,476,720,0.6611111111111111,JPEG,100.6455078125
train,Sun_Sunlight_Damage,sun-damaged-skin-94.jpeg,720,480,1.5,JPEG,82.806640625
train,Sun_Sunlight_Damage,phototoxic-reactions-19.jpeg,720,487,1.4784394250513346,JPEG,75.7333984375
train,Sun_Sunlight_Damage,sun-damaged-skin-78.jpeg,720,480,1.5,JPEG,95.2041015625
train,Sun_Sunlight_Damage,phototoxic-reactions-2.jpeg,720,487,1.4784394250513346,JPEG,99.9091796875
train,Sun_Sunlight_Damage,sun-damaged-skin-22.jpeg,480,720,0.6666666666666666,JPEG,108.9208984375
train,Sun_Sunlight_Damage,lentigo-adults-56.jpeg,720,472,1.5254237288135593,JPEG,102.197265625
train,Sun_Sunlight_Damage,lentigo-adults-68.jpeg,720,475,1.5157894736842106,JPEG,68.0830078125
